,FragmentID, SessionEndDate,Tono emocional,¿Cuándo sucedieron,¿La experiencia que compartiste es?,¿Qué tan común?,¿Por cuánto tiempo?,¿Quién crees que debe saber sobre esta historia?,¿En cuántos colegios/escuelas has estado?,Edad,Grado,Institucion Educativa Distrital,Género,FragmentEntry,StoryTitle,Temas,Familia,EstudiosAcudiente,Describe algo que es…,Sentí que tuve…,Las materias en clase...,El aprendizaje aplicado...,El aprendizaje por descubrimiento...,El auto-aprendizaje...,AreaLaHistoriaInvolucra,AreaEstaHistoriaMeEnseño,AreaLaLeccionImpactoEn,AreaEsImportante
259,60edeecc-f425-4901-a597-b5ecb9406948,2019/07/18 14:46:41.244,Feliz,Siempre,Experiencia personal,Común,Por algun tiempo,Los profesores y las directivas,En 3,15,9,9. Reino de Bélgica,masculino,tener mas conocimientos poder compartir compañerosamigos,ambiente colegio,"Relación con los compañeros,Relación con los profesores",mamá,Pregrado (profesional),Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Neutro,Neutro,Entender sucede alrededor,Trabajar en equipo/Comprender a los otros
260,6d27601a-5fd3-47d5-a2be-93ce5ff82f6a,2019/07/22 19:08:13.254,Muy Feliz,Hace más de dos años,Experiencia personal,Pasa todo el tiempo,Por siempre,Todo el mundo,En 2,10,5,8. Guadalupe,femenino,primer dia bueno profesora compañeras trataron bien todas alludaron entendia cheberes,primer dia,"Educación / aprendizaje,Valores","Papá,mamá,Hermanos",Primaria,Pasa todo el tiempo,Control,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Familia comunidad amigos,Comprender como son cosas,Oportunidades futuro,
261,de85e810-66cf-46da-95ea-c9f9159c84d8,2019/07/24 15:04:34.890,Indiferente,Hace un año,Experiencia personal,Común,Se me va a olvidar,Nadie,En 2,14,9,12. Samuel Barrientos,masculino,experiencia sido buena profesora tratado deberia haciendo casi pierda año forma actuar hacia mas compañerosbueno haci historia profesores acosan tareas ponen demasiadas quisiera dejaras tareas casa,mala profe tareas casa,"Educación / aprendizaje,Justicia,Relación con los profesores","Papá,mamá,Hermanos",Técnico,,Absolutamente ningun control,Me interesa poco / Importa poco para mi futuro,,,Me interesa mucho / Importa mucho para mi futuro,Profesores,Comprender como son cosas,Entender sucede alrededor,Comprender a los otros
262,62f8302b-7fae-456a-a048-4fd17e298f7d,2019/07/15 17:29:58.310,Feliz,Siempre,Experiencia personal,Común,Por mucho tiempo,Todo el mundo,En 2,17,10,11. San Benito,femenino,pues parece colegio bien gusta instalaciones necesarias bien hechas mejor aprendizaje,colegio,Educación / aprendizaje,"Papá,mamá,Hermanos,otros familiares",Primaria,Completamente novedoso,Control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,,,
263,2c6d2bd4-0eef-4508-899e-dd0e0e4c443d,2019/07/24 18:17:15.481,Indiferente,Siempre,Experiencia personal,Pasa todo el tiempo,Por siempre,Nadie,En 2,12,7,12. Samuel Barrientos,femenino,colegio samuel barrientos restrepo chevere mucha buena educacion tine muchas partes recreativas profesor llamado nicolas muñozel intenso estrito rie regaña hace anotacion lecita acudiente estrezante,samuel docentes,Relación con los profesores,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Total control,Me interesa poco / Importa poco para mi futuro,,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Profesores,Comprender como son cosas,Relación demás,Trabajar en equipo
264,4788bc9f-4207-40cb-a21f-086d193037b7,2019/07/18 13:36:54.481,Muy Feliz,Hace dos años,Experiencia personal,Muy rara y única,Por siempre,Nadie,En 2,11,5,1.Alfonso López Pumarejo,masculino,colegio bonito amigos profesores amables,buenos profesores,Tecnología,"mamá,otros",Bachiller,Completamente novedoso,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Neutro,Neutro,Neutro,Neutro
265,a0fe4969-b65b-40d7-9a8c-dc750ef6ac7e,2019/08/01 17:03:05.104,Triste,El mes pasado,Experiencia personal,Común,Por siempre,Nadie,En 3,12,6,1.Alfonso López Pumarejo,masculino,colegio bastante bastante importante asta ahora pasado rutina incomodo estudiantes buenos estudian estudiante golpeo día contento colegio,colegio,"Valores,Relación con la familia",mamá,Primaria,Completamente novedoso,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,A mi,Comprender como son cosas,Entender sucede alrededor,Comprender a los otros
266,085f09ea-ae9a-4330-811c-13f5f568a9dd,2019/07/18 16:02:05.435,Muy Feliz,Siempre,Una opinión,Pasa todo el tiempo,Por siempre,Todo el mundo,En 3,10,5,1.Alfonso López Pumarejo,femenino,colegio agradable buenas personas niños niñas educacion marabillosa profesores marabilloso tegusta metas,colegio marabilloso,"Educación / aprendizaje,Valores,Innovación / creatividad,Relación con los compañeros",mamá,Pregrado (profesional),Completamente novedoso,Total control,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Entender sucede alrededor,Trabajar en equipo
267,bdb79b32-8792-49bd-b36d-86b1d26b0c1f,2019/07/15 15:42:17.381,Muy Feliz,Hace seis meses,Experiencia personal,Común,Por mucho tiempo,Los compañeros,En 2,15,8,4. Benedikta Zur Nieden,femenino,conocí buenas amigas,amis,Relación con los compañeros,"mamá,Hermanos",Primaria,Pasa frecuentemente,Total control,,,,,A mi,Comprender como son cosas,Relación demás,Comprender a los otros
268,3a891714-db18-4c29-a770-d4322df55262,2019/07/24 15:56:02.906,Triste,Hace un año,Experiencia personal,Muy rara y única,Por mucho tiempo,Los compañeros,En 3,16,9,7. Jesús Amigo,masculino,descanso comiendo caí descanso panzerotti gaseosaese dia triste,caida panzerotti,Salud,"mamá,otros familiares",Pregrado (profesional),Pasa frecuentemente,Absolutamente ningun control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Entender sucede alrededor,Comprender a los otros
269,6ec17512-b26e-472f-b7c1-ae733aa95332,2019/08/06 14:41:32.362,Indiferente,Siempre,Una opinión,Pasa todo el tiempo,Se me va a olvidar,Todo el mundo,Sólo en este,12,7,2.Álvaro Marín Velasco,masculino,gusta proferor español copie,pereza profesor,Relación con los profesores,"mamá,Hermanos,otros familiares",Técnico,Pasa frecuentemente,Poco control,,,,,Profesores,Comprender como son cosas,,
270,a5f6ccdd-7fe6-47d6-b0a1-eb0ea467a374,2019/08/01 16:44:02.429,Triste,Hace más de dos años,Una experiencia que alguien te compartió,Pasa todo el tiempo,Por mucho tiempo,Los profesores y las directivas,En 3,14,6,1.Alfonso López Pumarejo,femenino,vez colegio pinal unas niñas riña pelearon feo niña tenia mucha rabia tenia tijeras mano enterro niña frente dio miedo botaba mucha sangre pues tenia años jajaja,niña agrede unas tijeras compañera clase,Bullying / matoneo,"Papá,mamá",Bachiller,Pasa todo el tiempo,,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos/Profesores,Comprender como son cosas,Relación demás/Entender sucede alrededor,
271,17445cbe-ce33-4981-9ad6-9f014775fce4,2019/07/15 13:44:12.297,Indiferente,Siempre,Una opinión,Pasa todo el tiempo,Se me va a olvidar,Todo el mundo,En 3,12,6,4. Benedikta Zur Nieden,femenino,pues pienso colegio lugar divertido ocasiones muchas personas divertidas cuales vale pena tratar respetuosos generosos bueno supongo escuela común corriente ocurre normal,supervivencia,La seguridad en el colegio,mamá,Pregrado (profesional),Pasa frecuentemente,,,,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Relación demás,Trabajar en equipo/Comprender a los otros
272,971a8805-75e4-4be0-aab3-21c84dd18214,2019/07/22 15:21:04.787,Indiferente,Hace un año,Experiencia personal,Común,Por mucho tiempo,Los compañeros,Sólo en este,14,6,3. Bello Oriente,masculino,dia juamos partido futbol definitivo pasar ala final partido iba parejo llevaban asustado ivamos perdiendo momento ice goles ganamos,partido futbol,Ninguna de las anteriores,"mamá,Hermanos,otros familiares",Bachiller,Pasa frecuentemente,Control,,,,,A mi/Profesores,Neutro,Relación demás/Entender sucede alrededor,Trabajar en equipo/Comprender a los otros
273,7947221b-4cb4-4673-817d-edd4bd36af3d,2019/07/22 14:53:00.825,Feliz,Siempre,Experiencia personal,Común,Por algun tiempo,Los compañeros,En 3,11,5,11. San Benito,femenino,bonita profesora cariñosa seña,profesora amorosa,Educación / aprendizaje,"Papá,mamá,Hermanos",Bachiller,Novedoso,,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Profesores,Nuevas conocimientos habilidades,Relación demás,Comprender a los otros
274,2039ae3e-6e68-4ab5-9319-9c0bdb37d37e,2019/07/24 14:17:20.902,Muy Feliz,Hace seis meses,Experiencia personal,Pasa una vez cada tanto,Por siempre,Los compañeros,En 2,12,7,7. Jesús Amigo,masculino,positivacuando inicie tube gran problema entorno cercano momento pense tenia amigos luego acerque personas increibles ahora casi tan unidos hermosa familia,tristeza felizidad,Relación con los compañeros,"Papá,otros",Postgrado (especialización maestría),Pasa todo el tiempo,Poco control,,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,Comprender como son cosas,Relación demás,Trabajar en equipo
275,7b5dccc7-4450-46ce-8479-326317c07747,2019/07/16 15:37:51.500,Muy Feliz,Siempre,Una experiencia que alguien te compartió,Muy rara y única,Por mucho tiempo,Los profesores y las directivas,En más de 4,12,6,6. Camilo Mora,femenino,bueno trata bien dicen cosas discriminan,estudiante,"Tecnología,La seguridad en el colegio","Papá,mamá,Hermanos",Pregrado (profesional),,,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,A mi,Importancia de experimentar,Entender sucede alrededor,Comprender a los otros
276,727830a1-6563-4ec0-b7a9-8c3f1fe55b3b,2019/08/01 20:24:46.149,Indiferente,Hace seis meses,Una opinión,Común,Por mucho tiempo,Los profesores y las directivas,En 2,10,5,10. Rodrigo Correa Palacio,masculino,loquiero canbiar mui desordenadoloquereo candiae porqeue,jajajajaja,Innovación / creatividad,"Papá,mamá,Hermanos",No tiene educación formal,,,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,Importancia de experimentar,Entender sucede alrededor,Trabajar en equipo
277,987065d0-8c6e-4872-bec4-04e01261c3bd,2019/07/15 17:55:52.859,Muy Feliz,Siempre,Una opinión,Común,Por siempre,Los profesores y las directivas,En 2,13,6,11. San Benito,femenino,sido maravilloso ambiente bueno conocido personas maravillosas encanta enseñanza dan maestros puede mejor lugar ubicado mas embargo espacio acogedor,colegio,"La seguridad en el colegio,Educación / aprendizaje","mamá,Hermanos",Bachiller,Pasa frecuentemente,Poco control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Profesores,Neutro,Neutro,Comprender a los otros
278,9dd37d9b-d934-4bf0-9d12-1105eacc348c,2019/07/15 17:31:48.483,Feliz,Hace más de dos años,Experiencia personal,Común,Por siempre,Todo el mundo,En 3,15,10,11. San Benito,masculino,colegio paso mayor parte tiempo disfruto amigos trato comprender clases tener mejor futuro descansos paso bien jugando futbol eslo quiero ser cunado grande ser futbolista profesional,segunda casa,Salud,"Papá,mamá",Bachiller,Pasa frecuentemente,Total control,,Me interesa poco / Importa mucho para mi futuro,,Me interesa poco / Importa mucho para mi futuro,A mi/Familia comunidad amigos,Comprender como son cosas,Oportunidades futuro,Ser el mejor
279,63aa8ba0-a50a-49bf-b238-96f2078ccbef,2019/07/18 12:36:10.790,Muy Feliz,No se,Una opinión,Común,Por siempre,Los profesores y las directivas,En 2,11,5,1.Alfonso López Pumarejo,femenino,diria parte favorita colegio sona lectura puedo leer nadie hace buya tienda aya compro patio agrada aya tumban comiendo,escuela magica,La seguridad en el colegio,mamá,Primaria,Pasa todo el tiempo,Absolutamente ningun control,,,Me interesa mucho / Importa poco para mi futuro,,Familia comunidad amigos/Profesores,Neutro,Entender sucede alrededor,Trabajar en equipo/Comprender a los otros
280,06212cd1-99a1-43ba-a042-0792609431ac,2019/07/15 15:09:32.951,Feliz,Hace un año,Experiencia personal,Común,Por mucho tiempo,Todo el mundo,En 3,16,9,4. Benedikta Zur Nieden,femenino,bueno vez hicieron concurso baile casi grados ganaron dieron medallas,concurso baile benedikta,Innovación / creatividad,"Papá,mamá,Hermanos",Primaria,Pasa frecuentemente,Poco control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Familia comunidad amigos,Nuevas conocimientos habilidades,Relación demás,Trabajar en equipo
281,da7929a8-0308-4abe-b3db-e9c35507060d,2019/07/15 16:55:33.690,Muy Feliz,Siempre,Experiencia personal,Pasa todo el tiempo,Por siempre,Todo el mundo,En 2,15,8,11. San Benito,masculino,colegio bueno presta recursos almuerzo buen servicio cuento coordinador profesores llegan colegio tienden bien estudiantes mamo atención prestan atención conflicto indisciplina greciano física calman bien pienso colegio ninguno siempre lado bueno todas personas miran solo malo colegio bueno gracias san benito todas oportunidades dan seguir delante muchísimas gracias,persiguiendo sueños,Educación / aprendizaje,mamá,Bachiller,Pasa todo el tiempo,,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Profesores,Importancia de experimentar,Entender sucede alrededor,Comprender a los otros
282,1246f55c-8205-4a64-bf05-bcf23e6a9f81,2019/08/06 14:23:42.703,Muy Feliz,Hace un año,Experiencia personal,Pasa una vez cada tanto,Por siempre,Todo el mundo,En 2,16,11,2.Álvaro Marín Velasco,masculino,colegio sido mejores experiencias vida nivel académico ambito personal colegio brindado posibilidad pertenecer muchas actvidades realizan jornada semillero medir dirige profe deisy espacio permitido aprender experimentar conocimientos mejorar creatividad,colegio impulsa ser buen ciudadano,"Tecnología,Innovación / creatividad,Relación con los compañeros","mamá,Hermanos",Primaria,Completamente novedoso,,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,A mi/Profesores,Nuevas conocimientos habilidades,Neutro,Trabajar en equipo/Comprender a los otros
283,df6169af-b9eb-457c-887c-257bd76761c2,2019/08/01 14:22:59.725,Indiferente,Siempre,Experiencia personal,Pasa todo el tiempo,Por algun tiempo,Todo el mundo,En 2,18,10,10. Rodrigo Correa Palacio,femenino,nueva éste año colegio entré cuenta profes compañeros cheveres profes acá cómo verdad interesa aprendamos unico gusta colegio chica tienda aunque problemas visto grosera mal educada gustan muchachos jóvenes pues notado insinúa atiende primero incomodo profesora elcy arrogante estudiantes dado recomendaciones sugerencias quisieramos hambiente clase inmediato enoja grita estudiantes incomoda situación resto bien gusta colegio compañeros amables unidos llevo años colegio espero graduarme acá gustan profes actividades hacen compañeros súper amables hambiente bacano aunque varias cosas malucas cómo ejemplo tienda siento muchacha pereza atender tan grosera vez insinuó novio parece correcto demasiado grosera arrogante trata llamar atención hombres,negativo positivo,La seguridad en el colegio,"Papá,mamá,Hermanos",Postgrado (especialización maestría),Pasa todo el tiempo,Total control,,,,,Profesores,,Entender sucede alrededor,
284,77187427-ea57-43ca-bd1f-2edfcb52e9f0,2019/07/24 13:53:52.382,Triste,Hace un año,Experiencia personal,Muy rara y única,Por siempre,Nadie,Sólo en este,13,7,7. Jesús Amigo,masculino,conosi niña hermosa llamaba juliana tenia maltrada tias tio,niña hermosa,Relación con la familia,otros familiares,Postgrado (especialización maestría),Pasa todo el tiempo,Total control,,,,,Familia comunidad amigos,Comprender como son cosas,Oportunidades futuro,Ser el mejor
285,eef7cf59-12bd-4244-85f1-d74bd22feddb,2019/07/22 13:04:54.956,Triste,Hace un año,Experiencia personal,Común,Por algun tiempo,Nadie,En más de 4,16,9,8. Guadalupe,femenino,institución gusta ambiente gusto gustan personas bullosas tampoco niñas quieran socializarcen conmigo creidas,colegio mas aburrido,Relación con los compañeros,"Papá,mamá",Bachiller,Pasa todo el tiempo,,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,,Relación demás,
286,155c7ef9-5198-4b78-8d75-3fdb5cc6aeda,2019/07/15 16:07:21.816,Muy Feliz,Hace dos años,Experiencia personal,Muy rara y única,Por siempre,Nadie,En 2,15,7,4. Benedikta Zur Nieden,masculino,buen colegio podemos compartir buenas amistades hace falta mas respeto,cambiar positivamente bueno,"Educación / aprendizaje,Valores,Salud,Justicia",Papá,Bachiller,Novedoso,Control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Profesores,Nuevas conocimientos habilidades,Entender sucede alrededor,Trabajar en equipo
287,26cd652f-d213-41ae-bdd2-016c258bdf20,2019/08/01 19:36:24.611,Muy Feliz,El mes pasado,Experiencia personal,Común,Por siempre,Los compañeros,Sólo en este,9,4,10. Rodrigo Correa Palacio,masculino,amino megusta laclase profesora sobelia muiregañona inos ase anotasion pararnos bel puesto loque camdiaria qulas profesoras menos regañonas iqu salones mas grades,peor profesora,Educación / aprendizaje,mamá,Postgrado (especialización maestría),Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,,,,Neutro,,,
288,07de5ec7-1e6f-4f16-88b7-e45d201129f1,2019/07/22 12:56:40.103,Muy Feliz,No se,Experiencia personal,Pasa todo el tiempo,Por siempre,Todo el mundo,En más de 4,11,5,3. Bello Oriente,masculino,día llogue colegio conocía nadie gusto conocí amigos puse jugar relvase sucia fin,día llegue,"Tecnología,La seguridad en el colegio","Papá,mamá","Primaria,Bachiller",Pasa frecuentemente,Total control,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Neutro,Importancia de experimentar,Entender sucede alrededor,Trabajar en equipo
289,ba09510b-9753-48a0-9368-196061d78266,2019/07/18 18:22:56.195,Muy Feliz,Hace más de dos años,Experiencia personal,Común,Se me va a olvidar,Los compañeros,En 2,14,8,16. Colegio Agustín Fernández IED,masculino,maso menos puestos estan rallados guecos pues podemos estudiar ojas rompen etc cosa canchas guecos podriamos caer pues colegio chebere cosas parece mas menos,fornite,"Relación con los compañeros,Relación con la familia","Papá,mamá,Hermanos","Pregrado (profesional),Postgrado (especialización maestría)",Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Neutro,Neutro,Entender sucede alrededor,Neutro
290,bec978c9-bb88-4816-ba2c-fadc1c33bb02,2019/08/06 15:25:01.340,Indiferente,Siempre,Experiencia personal,Pasa todo el tiempo,Por mucho tiempo,Todo el mundo,En 3,19,10,2.Álvaro Marín Velasco,femenino,entretienen clases profe socialestanto ingles física química muchas mas gustaría profesora artística cambiara método enseñar calificar nunca parecen buenos trabajos,procesos aprendizaje,Innovación / creatividad,"Papá,mamá,Hermanos",Técnico,Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Profesores,,Oportunidades futuro,Comprender a los otros
291,c47fb351-61ea-44f8-9086-7811a1ea69ed,2019/07/18 14:12:41.997,Feliz,No se,Experiencia personal,Común,Por algun tiempo,Los compañeros,En 3,11,5,1.Alfonso López Pumarejo,masculino,escuela buena muchoruido buenos estudiantes buenosprofes buena atension directoe,bueno sede santiago santamria,Educación / aprendizaje,mamá,Pregrado (profesional),Pasa todo el tiempo,Total control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Familia comunidad amigos,Comprender como son cosas,Entender sucede alrededor,Trabajar en equipo
292,766cd98d-2db8-4e3c-a454-23647a33d5b4,2019/07/16 13:29:59.863,Feliz,Siempre,Experiencia personal,Muy rara y única,Por algun tiempo,Nadie,En 3,13,8,6. Camilo Mora,masculino,bien profesores sentra mas enseñarnos mismos,vida estudiante,Educación / aprendizaje,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,A mi/Familia comunidad amigos,Comprender como son cosas,Entender sucede alrededor,Comprender a los otros
293,c1cb8b57-573c-491b-94f1-26b6f17bd073,2019/07/24 14:33:59.654,Feliz,No se,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Los compañeros,Sólo en este,11,6,7. Jesús Amigo,femenino,colegio bueno puesto profes ayudan ayudan resolver problemas convivencia buena profes explican bien cosas buenas pronto colegios tienenpero gusta algos repiten todas formas buenos,colegio jesus migo,Educación / aprendizaje,"Papá,mamá",Técnico,Pasa frecuentemente,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,,,Profesores,Importancia de experimentar,Entender sucede alrededor,
294,e5760c47-e185-4a87-a09a-4836cd33fdd1,2019/07/16 15:41:52.147,Muy Feliz,No se,Una historia que escuchaste por ahí,Común,Por algun tiempo,Todo el mundo,Sólo en este,11,6,6. Camilo Mora,masculino,colegio bueno ponen mucha tareas profesoras ylos docentes respetosos bueno colegio,,"Tecnología,Relación con los compañeros","mamá,Hermanos,otros","Primaria,Pregrado (profesional)",,,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,A mi/Profesores,Comprender como son cosas,Relación demás,Trabajar en equipo/Ser el mejor
295,cc2bd814-ddaa-4e1f-b375-560a1d0a9a36,2019/07/24 14:24:11.553,Feliz,Hace más de dos años,Experiencia personal,Común,Por siempre,Los profesores y las directivas,Sólo en este,12,7,7. Jesús Amigo,femenino,pasado bien colegio enseña respetar personas sido experiencia super buena colegio llegue colegio brindaron cariño amor profesores sido amables nosotrosme gusta seguridad realidad doy cuenta colegio seguro niños adolescentes,experiencia colegio,Educación / aprendizaje,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Profesores,Comprender como son cosas,Oportunidades futuro,Comprender a los otros
296,24a9a9a1-20ec-4dae-9eeb-2b2bfd710c03,2019/07/18 11:49:34.980,Feliz,El mes pasado,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Nadie,En 2,15,10,9. Reino de Bélgica,femenino,bueno profesores queridos compañeros amables buena cancha,historia colegio,Relación con los profesores,"Papá,mamá,Hermanos",Primaria,,,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,A mi,Nuevas conocimientos habilidades,Relación demás,Comprender a los otros
297,f125e905-3aee-4fb2-a42c-2950e6e2735d,2019/07/15 15:21:59.059,Muy Feliz,Siempre,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Los compañeros,En 2,16,11,4. Benedikta Zur Nieden,masculino,colegio bueno pesar todas dificultades puedan presentar diariamentetambién considero lugar agradable puede diferentes tipos personas escuchando opiniones diferentes modos pensar compartiendo mejor manera posible cada persona conozcamos,institución animo superación,"Valores,Innovación / creatividad,Relación con los compañeros","Papá,mamá,Hermanos",Primaria,Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Familia comunidad amigos,Comprender como son cosas/Importancia de experimentar,Entender sucede alrededor,Comprender a los otros
298,3e285b67-1799-4f7f-8b0e-4e9bebe1e571,2019/08/06 19:04:53.137,Muy Feliz,No se,Experiencia personal,Común,Se me va a olvidar,Los profesores y las directivas,En 3,12,5,2.Álvaro Marín Velasco,masculino,colegio gusta quiero halla cafeteria megustan profesores compañeros gusta bno mas menos compartir materia gusta mas ciencias fisica,colegio preferido alvaro marin velasco,Educación / aprendizaje,"mamá,otros familiares",Bachiller,Completamente novedoso,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Oportunidades futuro,Trabajar en equipo
299,18424ced-ba23-419a-9072-d8975c925fc5,2019/07/16 15:12:46.640,Indiferente,No se,Experiencia personal,Común,Por siempre,Nadie,Sólo en este,13,7,6. Camilo Mora,femenino,colegio sido mejor mundo compañeros inteligentes,enterate vida,"Bullying / matoneo,Salud,Relación con la familia","Papá,mamá,Hermanos,otros familiares",Primaria,,,Me interesa poco / Importa mucho para mi futuro,,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,A mi,Nuevas conocimientos habilidades,Entender sucede alrededor,Trabajar en equipo
300,3b82e0c9-df15-4359-8740-8a8cfc2160fa,2019/07/18 15:21:43.925,Indiferente,Siempre,Experiencia personal,Común,Por siempre,Los profesores y las directivas,En 3,12,7,9. Reino de Bélgica,femenino,maluco prefesores areas bien volegio deveria tener mejor rendimiento escolar quer prefesores comprenden cosas vivido hablar demas,colegio,"Educación / aprendizaje,Valores,Relación con los profesores","Papá,mamá","Bachiller,Técnico",Pasa todo el tiempo,,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Profesores,Nuevas conocimientos habilidades,Entender sucede alrededor,Comprender a los otros
